id,title,category,description,price,image_url,attributes
187,Emerald Leather Belt (polyester blend),Accessories,"A emerald leather belt made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",193.01,https://images.pexels.com/photos/18794339/pexels-photo-18794339.jpeg,"{'color': 'emerald', 'material': 'polyester blend', 'occasion': 'casual'}"
188,Black Leather Belt (wool),Accessories,"A black leather belt made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",466.38,https://images.pexels.com/photos/6765642/pexels-photo-6765642.jpeg,"{'color': 'black', 'material': 'wool', 'occasion': 'casual'}"
189,Ivory Silk Scarf (linen),Accessories,"A ivory silk scarf made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",377.54,https://images.pexels.com/photos/19776870/pexels-photo-19776870.jpeg,"{'color': 'ivory', 'material': 'linen', 'occasion': 'casual'}"
190,Emerald Silk Scarf (suede),Accessories,"A emerald silk scarf made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",323.17,https://images.pexels.com/photos/19776870/pexels-photo-19776870.jpeg,"{'color': 'emerald', 'material': 'suede', 'occasion': 'casual'}"
191,Tan Leather Belt (leather),Accessories,"A tan leather belt made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",274.63,https://images.pexels.com/photos/20777832/pexels-photo-20777832.jpeg,"{'color': 'tan', 'material': 'leather', 'occasion': 'casual'}"
192,Pink Statement Necklace (linen),Accessories,"A pink statement necklace made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",443.67,https://images.pexels.com/photos/17404413/pexels-photo-17404413.jpeg,"{'color': 'pink', 'material': 'linen', 'occasion': 'casual'}"
193,Burgundy Clutch (linen),Accessories,"A burgundy clutch made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",179.09,https://images.pexels.com/photos/34326848/pexels-photo-34326848.jpeg,"{'color': 'burgundy', 'material': 'linen', 'occasion': 'casual'}"
194,Ivory Silk Scarf (leather),Accessories,"A ivory silk scarf made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",117.81,https://images.pexels.com/photos/19776870/pexels-photo-19776870.jpeg,"{'color': 'ivory', 'material': 'leather', 'occasion': 'casual'}"
195,Black Leather Belt (silk),Accessories,"A black leather belt made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",158.37,https://images.pexels.com/photos/4164506/pexels-photo-4164506.jpeg,"{'color': 'black', 'material': 'silk', 'occasion': 'casual'}"
196,Navy Silk Scarf (leather),Accessories,"A navy silk scarf made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",159.92,https://images.pexels.com/photos/33041188/pexels-photo-33041188.jpeg,"{'color': 'navy', 'material': 'leather', 'occasion': 'casual'}"
197,Tan Leather Belt (polyester blend),Accessories,"A tan leather belt made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",402.91,https://images.pexels.com/photos/32734329/pexels-photo-32734329.jpeg,"{'color': 'tan', 'material': 'polyester blend', 'occasion': 'casual'}"
198,Burgundy Clutch (wool),Accessories,"A burgundy clutch made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",498.07,https://images.pexels.com/photos/33774463/pexels-photo-33774463.jpeg,"{'color': 'burgundy', 'material': 'wool', 'occasion': 'casual'}"
199,Pink Leather Belt (leather),Accessories,"A pink leather belt made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",429.9,https://images.pexels.com/photos/25489680/pexels-photo-25489680.jpeg,"{'color': 'pink', 'material': 'leather', 'occasion': 'casual'}"
200,Charcoal Clutch (polyester blend),Accessories,"A charcoal clutch made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",281.32,https://images.pexels.com/photos/34326848/pexels-photo-34326848.jpeg,"{'color': 'charcoal', 'material': 'polyester blend', 'occasion': 'casual'}"
201,Blush Heels (cotton),Shoes,"A blush heels made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",432.92,https://images.pexels.com/photos/35087062/pexels-photo-35087062.jpeg,"{'color': 'blush', 'material': 'cotton', 'occasion': 'casual'}"
202,Pink Loafers (polyester blend),Shoes,"A pink loafers made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",334.86,https://images.pexels.com/photos/9790407/pexels-photo-9790407.jpeg,"{'color': 'pink', 'material': 'polyester blend', 'occasion': 'casual'}"
203,Navy Oxfords (polyester blend),Shoes,"A navy oxfords made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",281.36,https://images.pexels.com/photos/16234319/pexels-photo-16234319.jpeg,"{'color': 'navy', 'material': 'polyester blend', 'occasion': 'casual'}"
204,Emerald Loafers (wool),Shoes,"A emerald loafers made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",293.8,https://images.pexels.com/photos/30433852/pexels-photo-30433852.jpeg,"{'color': 'emerald', 'material': 'wool', 'occasion': 'casual'}"
205,Pink Oxfords (silk),Shoes,"A pink oxfords made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",126.82,https://images.pexels.com/photos/17244623/pexels-photo-17244623.jpeg,"{'color': 'pink', 'material': 'silk', 'occasion': 'casual'}"
206,Ivory Boots (wool),Shoes,"A ivory boots made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",325.79,https://images.pexels.com/photos/27141838/pexels-photo-27141838.jpeg,"{'color': 'ivory', 'material': 'wool', 'occasion': 'casual'}"
207,Emerald Heels (linen),Shoes,"A emerald heels made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",372.1,https://images.pexels.com/photos/35108882/pexels-photo-35108882.jpeg,"{'color': 'emerald', 'material': 'linen', 'occasion': 'casual'}"
208,Pink Loafers (wool),Shoes,"A pink loafers made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",249.44,https://images.pexels.com/photos/9790407/pexels-photo-9790407.jpeg,"{'color': 'pink', 'material': 'wool', 'occasion': 'casual'}"
209,Emerald Oxfords (linen),Shoes,"A emerald oxfords made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",120.81,https://images.pexels.com/photos/16234310/pexels-photo-16234310.jpeg,"{'color': 'emerald', 'material': 'linen', 'occasion': 'casual'}"
210,Burgundy Oxfords (suede),Shoes,"A burgundy oxfords made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",416.59,https://images.pexels.com/photos/16234318/pexels-photo-16234318.jpeg,"{'color': 'burgundy', 'material': 'suede', 'occasion': 'casual'}"
211,Ivory Heels (cotton),Shoes,"A ivory heels made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",98.56,https://images.pexels.com/photos/20618390/pexels-photo-20618390.jpeg,"{'color': 'ivory', 'material': 'cotton', 'occasion': 'casual'}"
212,Ivory Oxfords (silk),Shoes,"A ivory oxfords made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",113.12,https://images.pexels.com/photos/16234318/pexels-photo-16234318.jpeg,"{'color': 'ivory', 'material': 'silk', 'occasion': 'casual'}"
213,Navy Heels (linen),Shoes,"A navy heels made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",149.17,https://images.pexels.com/photos/28262525/pexels-photo-28262525.jpeg,"{'color': 'navy', 'material': 'linen', 'occasion': 'casual'}"
214,Emerald Heels (polyester blend),Shoes,"A emerald heels made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",218.85,https://images.pexels.com/photos/35108882/pexels-photo-35108882.jpeg,"{'color': 'emerald', 'material': 'polyester blend', 'occasion': 'casual'}"
215,Navy Heels (leather),Shoes,"A navy heels made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",416.69,https://images.pexels.com/photos/6483329/pexels-photo-6483329.jpeg,"{'color': 'navy', 'material': 'leather', 'occasion': 'casual'}"
216,Navy Oxfords (suede),Shoes,"A navy oxfords made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",83.23,https://images.pexels.com/photos/16234318/pexels-photo-16234318.jpeg,"{'color': 'navy', 'material': 'suede', 'occasion': 'casual'}"
217,Blush Heels (linen),Shoes,"A blush heels made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",228.14,https://images.pexels.com/photos/10642717/pexels-photo-10642717.jpeg,"{'color': 'blush', 'material': 'linen', 'occasion': 'casual'}"
218,Navy Oxfords (linen),Shoes,"A navy oxfords made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",210.91,https://images.pexels.com/photos/16234318/pexels-photo-16234318.jpeg,"{'color': 'navy', 'material': 'linen', 'occasion': 'casual'}"
219,Tan Loafers (suede),Shoes,"A tan loafers made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",363.1,https://images.pexels.com/photos/7188863/pexels-photo-7188863.jpeg,"{'color': 'tan', 'material': 'suede', 'occasion': 'casual'}"
220,Black Boots (leather),Shoes,"A black boots made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",297.76,https://images.pexels.com/photos/35102251/pexels-photo-35102251.jpeg,"{'color': 'black', 'material': 'leather', 'occasion': 'casual'}"
221,Navy Loafers (cotton),Shoes,"A navy loafers made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",110.89,https://images.pexels.com/photos/35154296/pexels-photo-35154296.jpeg,"{'color': 'navy', 'material': 'cotton', 'occasion': 'casual'}"
222,Blush Boots (silk),Shoes,"A blush boots made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",106.12,https://images.pexels.com/photos/35154461/pexels-photo-35154461.jpeg,"{'color': 'blush', 'material': 'silk', 'occasion': 'casual'}"
223,Black Loafers (wool),Shoes,"A black loafers made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",333.15,https://images.pexels.com/photos/18393968/pexels-photo-18393968.jpeg,"{'color': 'black', 'material': 'wool', 'occasion': 'casual'}"
224,Charcoal Heels (silk),Shoes,"A charcoal heels made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",91.46,https://images.pexels.com/photos/10642717/pexels-photo-10642717.jpeg,"{'color': 'charcoal', 'material': 'silk', 'occasion': 'casual'}"
225,Emerald Boots (silk),Shoes,"A emerald boots made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",194.81,https://images.pexels.com/photos/35161992/pexels-photo-35161992.jpeg,"{'color': 'emerald', 'material': 'silk', 'occasion': 'casual'}"
226,Charcoal Oxfords (wool),Shoes,"A charcoal oxfords made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",329.91,https://images.pexels.com/photos/16234318/pexels-photo-16234318.jpeg,"{'color': 'charcoal', 'material': 'wool', 'occasion': 'casual'}"
227,Ivory Heels (silk),Shoes,"A ivory heels made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",103.58,https://images.pexels.com/photos/10817582/pexels-photo-10817582.jpeg,"{'color': 'ivory', 'material': 'silk', 'occasion': 'casual'}"
228,Emerald Heels (cotton),Shoes,"A emerald heels made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",330.8,https://images.pexels.com/photos/35108882/pexels-photo-35108882.jpeg,"{'color': 'emerald', 'material': 'cotton', 'occasion': 'casual'}"
229,Emerald Boots (cotton),Shoes,"A emerald boots made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",162.63,https://images.pexels.com/photos/35161992/pexels-photo-35161992.jpeg,"{'color': 'emerald', 'material': 'cotton', 'occasion': 'casual'}"
230,Blush Heels (suede),Shoes,"A blush heels made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",412.51,https://images.pexels.com/photos/10642717/pexels-photo-10642717.jpeg,"{'color': 'blush', 'material': 'suede', 'occasion': 'casual'}"
231,Emerald Boots (wool),Shoes,"A emerald boots made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",181.12,https://images.pexels.com/photos/4601185/pexels-photo-4601185.jpeg,"{'color': 'emerald', 'material': 'wool', 'occasion': 'casual'}"
232,Blush Loafers (suede),Shoes,"A blush loafers made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",442.24,https://images.pexels.com/photos/30433852/pexels-photo-30433852.jpeg,"{'color': 'blush', 'material': 'suede', 'occasion': 'casual'}"
233,Pink Boots (leather),Shoes,"A pink boots made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",254.73,https://images.pexels.com/photos/17244623/pexels-photo-17244623.jpeg,"{'color': 'pink', 'material': 'leather', 'occasion': 'casual'}"
234,Navy Loafers (silk),Shoes,"A navy loafers made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",101.15,https://images.pexels.com/photos/9790418/pexels-photo-9790418.jpeg,"{'color': 'navy', 'material': 'silk', 'occasion': 'casual'}"
235,Tan Boots (wool),Shoes,"A tan boots made from wool. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",432.69,https://images.pexels.com/photos/322442/pexels-photo-322442.jpeg,"{'color': 'tan', 'material': 'wool', 'occasion': 'casual'}"
236,Ivory Oxfords (linen),Shoes,"A ivory oxfords made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",166.12,https://images.pexels.com/photos/16234318/pexels-photo-16234318.jpeg,"{'color': 'ivory', 'material': 'linen', 'occasion': 'casual'}"
237,Tan Loafers (leather),Shoes,"A tan loafers made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",441.12,https://images.pexels.com/photos/31935085/pexels-photo-31935085.jpeg,"{'color': 'tan', 'material': 'leather', 'occasion': 'casual'}"
238,Ivory Heels (silk),Shoes,"A ivory heels made from silk. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",288.76,https://images.pexels.com/photos/10817587/pexels-photo-10817587.jpeg,"{'color': 'ivory', 'material': 'silk', 'occasion': 'casual'}"
239,Charcoal Oxfords (linen),Shoes,"A charcoal oxfords made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",395.91,https://images.pexels.com/photos/16234310/pexels-photo-16234310.jpeg,"{'color': 'charcoal', 'material': 'linen', 'occasion': 'casual'}"
240,Ivory Boots (cotton),Shoes,"A ivory boots made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",98.08,https://images.pexels.com/photos/27141839/pexels-photo-27141839.jpeg,"{'color': 'ivory', 'material': 'cotton', 'occasion': 'casual'}"
241,Blush Boots (linen),Shoes,"A blush boots made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",366.62,https://images.pexels.com/photos/35154474/pexels-photo-35154474.jpeg,"{'color': 'blush', 'material': 'linen', 'occasion': 'casual'}"
242,Tan Boots (leather),Shoes,"A tan boots made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",243.6,https://images.pexels.com/photos/8452064/pexels-photo-8452064.jpeg,"{'color': 'tan', 'material': 'leather', 'occasion': 'casual'}"
243,Black Boots (leather),Shoes,"A black boots made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",210.31,https://images.pexels.com/photos/35102251/pexels-photo-35102251.jpeg,"{'color': 'black', 'material': 'leather', 'occasion': 'casual'}"
244,Tan Heels (leather),Shoes,"A tan heels made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",161.09,https://images.pexels.com/photos/6371765/pexels-photo-6371765.jpeg,"{'color': 'tan', 'material': 'leather', 'occasion': 'casual'}"
245,Navy Heels (polyester blend),Shoes,"A navy heels made from polyester blend. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",381.29,https://images.pexels.com/photos/10944886/pexels-photo-10944886.jpeg,"{'color': 'navy', 'material': 'polyester blend', 'occasion': 'casual'}"
246,Pink Heels (suede),Shoes,"A pink heels made from suede. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",405.42,https://images.pexels.com/photos/618914/pexels-photo-618914.jpeg,"{'color': 'pink', 'material': 'suede', 'occasion': 'casual'}"
247,Tan Loafers (linen),Shoes,"A tan loafers made from linen. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",40.74,https://images.pexels.com/photos/7188863/pexels-photo-7188863.jpeg,"{'color': 'tan', 'material': 'linen', 'occasion': 'casual'}"
248,Navy Loafers (leather),Shoes,"A navy loafers made from leather. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",311.3,https://images.pexels.com/photos/35154296/pexels-photo-35154296.jpeg,"{'color': 'navy', 'material': 'leather', 'occasion': 'casual'}"
249,Black Heels (cotton),Shoes,"A black heels made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",198.27,https://images.pexels.com/photos/3550238/pexels-photo-3550238.jpeg,"{'color': 'black', 'material': 'cotton', 'occasion': 'casual'}"
250,Ivory Oxfords (cotton),Shoes,"A ivory oxfords made from cotton. Versatile, elegant, and suitable for semi-formal events. Lightweight, breathable, and tailored fit.",117.57,https://images.pexels.com/photos/14356241/pexels-photo-14356241.jpeg,"{'color': 'ivory', 'material': 'cotton', 'occasion': 'casual'}"
